Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL5076880,,None,444.5,0,3.35,11,COC(=O)[C@H](Cc1c[nH]cn1)Nc1ncnc(OCc2cccc(-c3ccccc3)c2C)n1,IC50,'=',4196,nM,5.38,,,UO_0000065,12.1,0.22,2.03,4.68,0,CHEMBL5040753,Inhibition of human recombinant PD-1/PDL-1 interaction measured by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038619,1,Scientific Literature,J Med Chem,2021,None,,INHIBITOR
CHEMBL5079393,,None,547.66,1,3.67,22,CC(C)(C)OC(=O)NCCNc1nc(OCc2ccccc2)nc(N2CCC[C@H]2C(=O)NCc2ccccc2)n1,IC50,'>',5000,nM,,,,UO_0000065,,,,,0,CHEMBL5040753,Inhibition of human recombinant PD-1/PDL-1 interaction measured by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038619,1,Scientific Literature,J Med Chem,2021,None,,
CHEMBL4537970,,None,527.54,2,5.55,Fig.1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4457544,,None,514.54,1,2.08,A29,CN(Cc1cc(C(=O)Nc2cccc(-c3ccc4c(c3)OCCO4)c2C#N)c2nncn2c1)CC(O)CO,IC50,'=',486.2,nM,6.31,,,UO_0000065,12.27,0.23,4.23,4.35,0,CHEMBL4394423,Inhibition of human PD1/PDL1 protein-protein interaction after 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4393667,1,Scientific Literature,J Med Chem,2019,None,,
CHEMBL5083654,,None,392.46,0,3.54,34,COc1nc(-c2cccc(-c3ccc4c(c3)OCO4)c2C)ccc1CNCCO,IC50,'=',13.2,nM,7.88,,,UO_0000065,20.08,0.37,4.34,10.82,0,CHEMBL5037193,Inhibition of PD-1/PD-L1 interaction (unknown origin) preincubated with PD-L1 for 15 mins followed by PD-1 addition measured after 90 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5036325,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.75 hr,INHIBITOR
CHEMBL5089496,,None,501.01,1,3.28,B9,CC(=O)NCCNCc1ccc(NC(=O)c2cccc(-c3ccc(S(C)(=O)=O)cc3)c2Cl)nc1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL5042465,Inhibition of PD-1/PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038680,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 0.25 hr,
CHEMBL5074626,,None,452.94,0,3.89,C3,COc1nc(NC(=O)c2cccc(-c3ccccc3)c2Cl)ccc1CNCCNC(C)=O,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL5042465,Inhibition of PD-1/PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038680,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 0.25 hr,
CHEMBL5075724,,None,465.89,0,4.84,P4,O=C(O)CNCc1ccc2c(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)noc2c1,IC50,'=',382.9,nM,6.42,,,UO_0000065,13.77,0.27,1.58,6.06,0,CHEMBL5054563,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5053523,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL5083979,,None,437.88,0,4.43,P10,O=C(O)[C@H](CO)NCc1ccc2c(Nc3cccc(-c4ccccc4)c3Cl)noc2c1,IC50,'=',2390.6,nM,5.62,,,UO_0000065,12.84,0.25,1.19,5.22,0,CHEMBL5054563,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5053523,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL5073161,,None,434.93,1,5.12,P8,CC(=O)NCCNCc1ccc2c(Nc3cccc(-c4ccccc4)c3Cl)noc2c1,IC50,'=',2032.7,nM,5.69,,,UO_0000065,13.09,0.25,0.57,7.19,0,CHEMBL5054563,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5053523,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL5094119,,None,361.45,0,3.39,5,Cc1c(NC(=O)c2cccc(CNCCO)n2)cccc1-c1ccccc1,IC50,'<=',10,nM,,,,UO_0000065,,,,,0,CHEMBL5054564,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin),B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5053523,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL4858932,,None,538.03,2,5.15,CH15,O=C(O)[C@@H]1C[C@@H](O)CN1Cc1ccc2c(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)nsc2c1,IC50,'=',17.7,nM,7.75,,,UO_0000065,14.41,0.29,2.6,7.44,0,CHEMBL4817959,Inhibition of Tag2-PD-1/Tag1-PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4814029,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5092911,,None,451.91,0,4.52,P21,COC(=O)[C@H](CO)NCc1ccc2onc(Nc3cccc(-c4ccccc4)c3Cl)c2c1,IC50,'=',1621,nM,5.79,,,UO_0000065,12.81,0.25,1.27,5.99,0,CHEMBL5054563,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5053523,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL5200356,,None,605.09,2,7.63,23,N#Cc1cccc(COc2cc(Oc3ncnc4c(-c5ccccc5)cccc34)c(Cl)cc2CN2CCCC[C@H]2C(=O)O)c1,IC50,'>',500,nM,,,,UO_0000065,,,,,0,CHEMBL5155932,Inhibition of Tag2-PD-1/Tag1-PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5154658,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.25 hr,
CHEMBL5192288,,None,595.06,2,6.05,30,N#Cc1cccc(COc2cc(Oc3ncnc4c(-c5ccc6c(c5)OCCO6)cccc34)c(Cl)cc2CNCCO)c1,IC50,'=',22.4,nM,7.65,,,UO_0000065,12.86,0.24,1.6,6.44,0,CHEMBL5155932,Inhibition of Tag2-PD-1/Tag1-PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5154658,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5190791,,None,639.11,2,5.8,32,CC(CO)(CO)NCc1cc(Cl)c(Oc2ncnc3c(-c4ccc5c(c4)OCCO5)cccc23)cc1OCc1cccc(C#N)c1,IC50,'=',18.8,nM,7.73,,,UO_0000065,12.09,0.23,1.93,5.56,0,CHEMBL5155932,Inhibition of Tag2-PD-1/Tag1-PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5154658,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5178534,,None,637.1,2,5.59,38,CC(=O)NCCNCc1cc(Cl)c(Oc2ncnc3c(-c4ccc5c(c4)OCCO5)cccc23)cc1OCc1cncc(C#N)c1,IC50,'=',95.98,nM,7.02,,,UO_0000065,11.02,0.21,1.43,4.99,0,CHEMBL5155932,Inhibition of Tag2-PD-1/Tag1-PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5154658,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.25 hr,INHIBITOR
CHEMBL4089730,,None,419.53,0,3.87,BMS-202,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,IC50,'=',124,nM,6.91,,,UO_0000065,16.46,0.3,3.04,9.53,0,CHEMBL5165092,Inhibition of human PD-1/PD-L1 interaction in CHO-K1 cells transfected with PD-1-YFP/SHP-2-CFP and measured by FRET assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5154872,1,Scientific Literature,Eur J Med Chem,2022,None,,INHIBITOR
CHEMBL4525587,,None,684.84,1,4.39,44; LH1306,COc1nc(OCc2cccc(-c3cccc(COc4ccc(CNCCNC(C)=O)c(OC)n4)c3C)c2C)ccc1CNCCNC(C)=O,IC50,'=',125,nM,6.9,,,UO_0000065,10.08,0.19,2.51,4.76,0,CHEMBL5096774,Inhibition of human PD-1/PD-L1 interaction by HTRF binding assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5096155,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL4099869,,None,494.43,1,6.44,BMS-8,Cc1c(COc2ccc(CN3CCCCC3C(=O)O)cc2Br)cccc1-c1ccccc1,IC50,'=',146,nM,6.84,,,UO_0000065,13.83,0.29,0.4,13.73,1,CHEMBL4670082,Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 3 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4665770,1,Scientific Literature,J Med Chem,2020,None,TIME = 3.25 hr,INHIBITOR
CHEMBL5082657,,None,407.9,0,4.48,A14,COC1CN(Cc2ccc(NC(=O)c3cccc(-c4ccccc4)c3Cl)nc2)C1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL5042465,Inhibition of PD-1/PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038680,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 0.25 hr,
CHEMBL5087276,,None,420.47,0,4.71,A15,Cc1c(COc2ccc(CNCCC(=O)O)cc2[N+](=O)[O-])cccc1-c1ccccc1,IC50,'=',39.5,nM,7.4,,,UO_0000065,17.61,0.33,2.69,7.28,0,CHEMBL5034139,Inhibition of human PD-1/PD-L1 interaction assessed as disruption of PD-1/PD-L1 complex incubated for 2 hrs by Tag-1 Eu3+ and anti-Tag2-XL665 based HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5033993,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL5081137,,None,480.59,1,5.45,A16,CSCC[C@H](NCc1ccc(OCc2cccc(-c3ccccc3)c2C)c([N+](=O)[O-])c1)C(=O)O,IC50,'=',17.8,nM,7.75,,,UO_0000065,16.13,0.31,2.3,7.62,0,CHEMBL5034139,Inhibition of human PD-1/PD-L1 interaction assessed as disruption of PD-1/PD-L1 complex incubated for 2 hrs by Tag-1 Eu3+ and anti-Tag2-XL665 based HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5033993,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL5074624,,None,489.57,0,4.22,A20,Cc1c(COc2ccc(CN3CCC[C@H]3C(=O)NCCO)cc2[N+](=O)[O-])cccc1-c1ccccc1,IC50,'=',55.7,nM,7.25,,,UO_0000065,14.82,0.28,3.03,6.91,0,CHEMBL5034139,Inhibition of human PD-1/PD-L1 interaction assessed as disruption of PD-1/PD-L1 complex incubated for 2 hrs by Tag-1 Eu3+ and anti-Tag2-XL665 based HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5033993,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.0 hr,INHIBITOR
CHEMBL5090600,,None,362.47,0,4.2,29,COc1nc(-c2cccc(-c3ccccc3)c2C)ccc1CN[C@H](C)CO,IC50,'=',5,nM,8.3,,,UO_0000065,22.9,0.42,4.1,15.26,0,CHEMBL5037193,Inhibition of PD-1/PD-L1 interaction (unknown origin) preincubated with PD-L1 for 15 mins followed by PD-1 addition measured after 90 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5036325,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.75 hr,INHIBITOR
CHEMBL4856701,,None,508.04,2,6.09,CH4,CC1(O)CCN(Cc2ccc3snc(Nc4cccc(-c5ccc6c(c5)OCCO6)c4Cl)c3c2)C1,IC50,'=',177.1,nM,6.75,,,UO_0000065,13.29,0.26,0.66,10.1,0,CHEMBL4817959,Inhibition of Tag2-PD-1/Tag1-PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4814029,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5082817,,None,401.51,0,4.1,27,COc1nc(-c2cccc(-c3ccccc3)c2C)ccc1CNC[C@@H]1CCC(=O)N1,IC50,'=',14.2,nM,7.85,,,UO_0000065,19.55,0.36,3.75,12.41,0,CHEMBL5037193,Inhibition of PD-1/PD-L1 interaction (unknown origin) preincubated with PD-L1 for 15 mins followed by PD-1 addition measured after 90 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5036325,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.75 hr,INHIBITOR
CHEMBL4575618,,None,915.11,3,7.89,45; LH1307,CC(=O)NCCNCc1cc(C)c(OCc2cccc(-c3cccc(COc4cc(OCc5cncc(C#N)c5)c(CNCCNC(C)=O)cc4C)c3C)c2C)cc1OCc1cncc(C#N)c1,IC50,'=',3,nM,8.52,,,UO_0000065,9.31,0.17,0.63,4.43,0,CHEMBL5096774,Inhibition of human PD-1/PD-L1 interaction by HTRF binding assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5096155,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL5206885,,None,626.07,2,4.8,40,N#Cc1cncc(COc2cc(Oc3ncnc4c(-c5ccc6c(c5)OCCO6)cccc34)c(Cl)cc2CNC(CO)CO)c1,IC50,'=',5.37,nM,8.27,,,UO_0000065,13.21,0.25,3.47,5.45,0,CHEMBL5155932,Inhibition of Tag2-PD-1/Tag1-PD-L1 (unknown origin) protein-protein interaction incubated for 15 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5154658,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5087857,,None,407.9,0,4.22,A7,O=C(Nc1ccc(CN2CC[C@@H](O)C2)cn1)c1cccc(-c2ccccc2)c1Cl,IC50,'=',372.56,nM,6.43,,,UO_0000065,15.76,0.3,2.21,9.82,0,CHEMBL5042465,Inhibition of PD-1/PDL-1 (unknown origin) interaction incubated for 15 mins by TR-FRET assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5038680,1,Scientific Literature,ACS Med Chem Lett,2022,None,TIME = 0.25 hr,INHIBITOR
CHEMBL5070381,,None,477.95,1,5.23,P12,OC1CCN(Cc2ccc3onc(Nc4cccc(-c5ccc6c(c5)OCCO6)c4Cl)c3c2)C1,IC50,'=',1280.8,nM,5.89,,,UO_0000065,12.33,0.24,0.66,7.37,0,CHEMBL5054563,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5053523,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL5074448,,None,437.88,0,4.43,P20,O=C(O)[C@H](CO)NCc1ccc2onc(Nc3cccc(-c4ccccc4)c3Cl)c2c1,IC50,'=',26.8,nM,7.57,,,UO_0000065,17.29,0.33,3.14,7.04,0,CHEMBL5054563,Inhibition of PD-1/PDL1 protein-protein interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL5053523,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL4635668,,None,487.7,0,4.62,16b,CCN(CC)CCCNc1cc(N2CCNCC2)nc(NCc2cccc(-c3ccccc3)c2C)n1,IC50,'=',5153,nM,5.29,,,UO_0000065,10.84,0.2,0.67,7.74,0,CHEMBL4625304,Inhibition of PD1 (unknown origin)/PDL1 (unknown origin) protein-protein interaction by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4622943,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,
CHEMBL4784578,,None,470.57,1,5,A24,COc1cc(C(=O)N2CCc3c(-c4ccccc4)cccc32)ccc1CN1CCCC[C@@H]1C(=O)O,IC50,'=',1059,nM,5.97,,,UO_0000065,12.7,0.23,0.98,8.53,0,CHEMBL4682311,Inhibition of PD-1/PDL1 interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4680115,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR
CHEMBL4797196,,None,427.55,0,4.09,A10,CC(=O)NCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1C,IC50,'=',457.1,nM,6.34,,,UO_0000065,14.83,0.27,2.25,10.32,0,CHEMBL4682311,Inhibition of PD-1/PDL1 interaction (unknown origin) by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4680115,1,Scientific Literature,Eur J Med Chem,2020,None,,INHIBITOR
CHEMBL4851240,,None,379.49,0,3.09,A3,O=C(c1ncc(CNCCO)s1)N1CCc2c(-c3ccccc3)cccc21,IC50,'=',9.3,nM,8.03,,,UO_0000065,21.16,0.41,4.94,12.27,0,CHEMBL4809423,Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4808185,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4845971,,None,420.54,0,3.24,A4,CC(=O)NCCNCc1cnc(C(=O)N2CCc3c(-c4ccccc4)cccc32)s1,IC50,'=',53.2,nM,7.27,,,UO_0000065,17.3,0.33,4.03,9.79,0,CHEMBL4809423,Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4808185,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4846175,,None,379.49,0,3.09,A5,O=C(c1cnc(CNCCO)s1)N1CCc2c(-c3ccccc3)cccc21,IC50,'=',233.1,nM,6.63,,,UO_0000065,17.48,0.34,3.54,10.13,0,CHEMBL4809423,Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4808185,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4863242,,None,433.58,0,4.41,A18,O=C(c1ncc(CN[C@H]2CC[C@H](O)CC2)s1)N1CCc2c(-c3ccccc3)cccc21,IC50,'=',13.5,nM,7.87,,,UO_0000065,18.15,0.35,3.46,12.02,0,CHEMBL4809423,Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4808185,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4855372,,None,478.57,0,3.01,A31,CC(=O)NCCNCc1cnc(C(=O)N2CCc3c(-c4ccc5c(c4)OCCO5)cccc32)s1,IC50,'=',18.6,nM,7.73,,,UO_0000065,16.15,0.31,4.72,8.33,0,CHEMBL4809423,Inhibition of PD1/PD-L1 (unknown origin) protein-protein interaction measured after 135 mins by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4808185,1,Scientific Literature,J Med Chem,2021,None,TIME = 2.25 hr,INHIBITOR
CHEMBL4789566,,None,1184.45,None,None,25,CC(C)C[C@@H]1NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,IC50,'=',9630,nM,5.02,,,UO_0000065,4.24,None,None,None,0,CHEMBL4670082,Inhibition of PD1-Tag2/PD-L1-Tag1 (unknown origin) protein-protein interaction preincubated for 15 mins followed by addition of anti-Tag1-Eu3+ and anti-Tag2-XL665 measured after 3 hrs by HTRF assay,B,BAO_0000223,protein complex format,Homo sapiens,None,None,None,None,,,,CHEMBL4523993,Programmed cell death protein 1/Programmed cell death 1 ligand 1,Homo sapiens,PROTEIN COMPLEX,CHEMBL4665770,1,Scientific Literature,J Med Chem,2020,None,TIME = 3.25 hr,INHIBITOR
